meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx
0.03395526598930156,0.019804537551363514,0.030911542906135958,0.02769000365725177,0.03534941073311654,0.007659407075864766,4.864339747876641,39.721460222618425,0.05282019995624715,0.0018779244,0.056374392763921116,0.03395526598930156,0.023159938732598608,0.00537109375,0.1689453125,0.004149041282978856,-0.39950105734169544,0.3452177150174974,0.7447187723591928,0.019365335
0.03560580951184669,0.021464598704573342,0.0322150239176866,0.027868553739257357,0.03595846347774341,0.008089909738486053,3.8479646058162373,27.011450133121073,0.05096738799959084,0.0017665487,0.05841701711136891,0.03560580951184669,0.025495984991299302,0.0048828125,0.142578125,-0.004544382751272008,-0.43725494109094176,0.42514517717063405,0.8624001182615758,0.02090201
0.035511208373325394,0.020388768773366192,0.03188925864727832,0.027394059779068617,0.037870191836721544,0.010476132057652927,4.136174086488555,32.68957122971071,0.04739812569373573,0.0016631725,0.06314462188225058,0.035511208373325394,0.025151582439095127,0.0048828125,0.12353515625,0.0016651661582331187,-0.32602256909012844,0.3784645553678273,0.7044871244579558,0.022196475
0.033658819071659414,0.017477992936262333,0.03200346954320954,0.024828121440161038,0.03913409150642101,0.014305970066259974,5.073203743603602,58.70056766943577,0.04690968285173801,0.0017419963,0.06740433765951276,0.033658819071659414,0.023156540023201857,0.00537109375,0.123046875,-0.016238165260459108,-0.47981407865882,0.4273142851889129,0.9071283638477329,0.03841356
0.030266232199232707,0.015728164317124666,0.027343690795142872,0.02267251211872165,0.033623763928143986,0.010951251809422337,7.57868339461922,97.4618346085308,0.04576677193975165,0.0015892256,0.055277742531902554,0.030266232199232707,0.01974310288573086,0.00537109375,0.095703125,0.001846122201787116,-0.38780565932393135,0.4652725253254171,0.8530781846493485,0.02384334
0.031194024783002493,0.013902771379260541,0.03097711311154777,0.026905333780557508,0.03409123771331002,0.007185903932752511,9.834735198222074,154.91764658338428,0.056504570775044484,0.0018186192,0.05052747969837587,0.031194024783002493,0.015498114849187936,0.0068359375,0.10302734375,0.013652750500559557,-0.1881265942892489,0.3411607444286345,0.5292873387178834,0.01850048
0.03699884315635038,0.019842466008883286,0.03408396804600356,0.030223999539236664,0.03861246544322532,0.00838846590398866,4.691088668885137,36.989819348139356,0.05658659769993668,0.0019973866,0.06311290059454756,0.03699884315635038,0.02066188732598608,0.0078125,0.1162109375,0.007397163579459304,-0.3259302321821456,0.37134594470262505,0.6972761768847706,0.02186522
0.03521339522694438,0.019099979007054887,0.03294459244838078,0.02455250991618416,0.04330286754131896,0.018750357625134797,3.860329399970348,39.418826834101445,0.04930874935616338,0.0018179402,0.06482018561484919,0.03521339522694438,0.026378516531322505,0.0048828125,0.11328125,0.0030084445911776024,-0.3368609435856348,0.39251271821558437,0.7293736618012192,0.025667164
0.03257374835425996,0.016898909110470848,0.033700298063614964,0.027157436885658342,0.03723724031443337,0.010079803428775031,5.755168710149894,69.75623720556699,0.04917752239253425,0.0017461459,0.05785283135150812,0.03257374835425996,0.02011696091937355,0.00439453125,0.06640625,-0.0008593495755536718,-0.5131747899577027,0.2658324275784086,0.7790072175361114,0.020322258
0.03152733093838935,0.015655269515598393,0.031809637658909096,0.026900954703781708,0.03515798468745945,0.008257029983677739,7.265837284791656,96.59980495579956,0.052243626008359904,0.0018131343,0.05583739667923433,0.03152733093838935,0.016513196055684454,0.0048828125,0.10546875,0.000719329823537483,-0.40229057520628014,0.42500481754541375,0.827295392751694,0.023979327
0.02627465479684263,0.013643779606757417,0.023746030962351505,0.02093429822984727,0.029168981788730217,0.008234683558882946,11.278793693719711,182.5639274498782,0.040814032807373474,0.001487496,0.043300690617749424,0.02627465479684263,0.021188687282482598,0.00439453125,0.08056640625,-0.011666928603825493,-0.5211038254201417,0.34671891108155184,0.8678227365016935,0.026422795
0.026143641694563804,0.01598431249879266,0.02456473027990086,0.020080794767587853,0.02835112022146391,0.008270325453876057,8.159709962010364,100.99137650509587,0.04290274393748955,0.001494264,0.043587315110208816,0.026143641694563804,0.01586064385150812,0.00537109375,0.05712890625,0.007693959540125222,-0.46804251894354865,0.42319856723579885,0.8912410861793475,0.029986506
0.028814665308672674,0.01920881068665638,0.028332161843378497,0.01686171528716641,0.03340109063891439,0.016539375351747976,4.677968182542336,45.07952671024235,0.03925414662477269,0.001536237,0.050848091284802784,0.028814665308672674,0.018628326203596286,0.00439453125,0.11328125,0.009781903622218653,-0.5001150183379657,0.4348395839333528,0.9349546022713184,0.03847539
0.03167246512799016,0.020854130398134583,0.028397967928295114,0.017579823780956398,0.038323719876717774,0.020743896095761376,3.5317485366141415,29.97839621331022,0.03904782824064027,0.0015786907,0.05743705590197216,0.03167246512799016,0.019132468097447796,0.00439453125,0.10693359375,0.00471813986133648,-0.3645285763919001,0.4448413271456952,0.8093699035375953,0.038134143
0.03312811972950541,0.017405964912745087,0.031947727824469134,0.027656059004864786,0.03775537677397668,0.010099317769111896,5.590487316509104,62.24160891445685,0.045726454262570784,0.0017433794,0.05738834106728538,0.03312811972950541,0.024616852160672855,0.00537109375,0.1279296875,-0.012163974941400495,-0.4643375203013427,0.2905374988913534,0.7548750191926961,0.025958246
